18-10-2010 68 8327448 23693 16760 1539168 7167 5527
25-10-2010 69 8901659 24978 18496 1597566 7847 6202
01-11-2010 70 9941677 25014 18178 1731269 7799 6026
08-11-2010 71 11008609 29984 22794 1889967 9128 7275
15-11-2010 72 9894429 26105 19996 1738270 8295 6628
22-11-2010 73 9547845 28414 21428 1701502 8354 6601
29-11-2010 74 9470594 31035 23073 1685208 9060 7201
06-12-2010 75 9869650 30877 23120 1727747 9081 7207
13-12-2010 76 9413178 30454 22111 1644688 8929 7206
20-12-2010 77 9336139 29436 22034 1600556 8828 7018
27-12-2010 78 9788784 33409 24611 1633904 9733 7781
03-01-2011 79 9892534 33839 25677 1687891 10068 8159
10-01-2011 80 9405743 32534 24467 1623895 9480 7624
17-01-2011 81 9443880 30416 22914 1619088 9243 7347
24-01-2011 82 9583935 31214 23944 1630212 9260 7415
31-01-2011 83 9107997 32139 24122 1557006 9089 7291
07-02-2011 84 9495308 32772 25160 1594310 9375 7535
14-02-2011 85 9793703 32469 24756 1629100 9445 7609
21-02-2011 86 9659100 33568 26046 1600044 9569 7732
28-02-2011 87 9211648 31951 24865 1523157 8974 7218
07-03-2011 88 9244495 34657 26604 1516030 9316 7521
14-03-2011 89 9377326 35327 27343 1505282 9156 7346
21-03-2011 90 9356891 36528 28347 1470820 9144 7335
28-03-2011 91 8116271 30546 23845 1361316 8234 6643
04-04-2011 92 9507830 39012 30796 1484933 9515 7633
11-04-2011 93 9630090 38210 28884 1502556 9575 7744
18-04-2011 94 9613226 40692 32254 1453365 9643 7860
25-04-2011 95 9622147 43096 33443 1473578 10080 8111
02-05-2011 96 9801468 48152 38956 1446557 10057 8283
09-05-2011 97 9641788 42925 34007 1439548 10129 8172
16-05-2011 98 9125388 44914 35855 1378351 9362 7588
23-05-2011 99 8973340 39896 31719 1352862 9546 7811
30-05-2011 100 9112827 41423 32577 1387446 9812 7978
06-06-2011 101 8823133 38400 30031 1354547 9551 7673
13-06-2011 102 8634242 40153 31330 1331103 9770 7824
20-06-2011 103 8473508 41525 32364 1279869 9660 7836
27-06-2011 104 8168302 37163 29056 1250034 9646 7895
04-07-2011 105 7756345 35963 27540 1193316 9223 7413
11-07-2011 106 7891466 36909 27867 1193046 9145 7363
18-07-2011 107 8289695 37706 29359 1239382 9613 7802
25-07-2011 108 8871986 41791 32863 1270982 10007 8114
01-08-2011 109 8623194 39039 30365 1224256 9792 8020
08-08-2011 110 8255166 38535 30342 1192905 9454 7772
15-08-2011 111 8407477 41894 32367 1195387 9921 8057
22-08-2011 112 8752661 41617 32303 1240982 10191 8309
29-08-2011 113 9104874 40958 31821 1313602 10262 8398
05-09-2011 114 8766944 41633 32969 1266916 10107 8330
12-09-2011 115 8607296 39617 30888 1266933 9962 8094
19-09-2011 116 8746571 41639 33052 1277166 9646 7848
26-09-2011 117 9093818 44221 35884 1303515 9911 8075
03-10-2011 118 9409013 44952 36110 1337006 10314 8473
10-10-2011 119 9457079 46699 35815 1343016 10178 8249
17-10-2011 120 9214462 38939 30013 1344643 9609 7827
24-10-2011 121 9362505 39295 31149 1343443 9949 8138
31-10-2011 122 10267407 43276 33922 1472186 10523 8616
07-11-2011 123 9725792 40884 32148 1409458 10143 8336
14-11-2011 124 9970116 41224 32675 1412960 10165 8280
21-11-2011 125 9142120 40390 31751 1357777 9727 7910
28-11-2011 126 9535074 43869 34893 1382627 9833 8023
05-12-2011 127 9696665 46029 37546 1393355 9798 8000
12-12-2011 128 9407640 46811 38366 1365117 9640 7935
19-12-2011 129 9119917 41085 33214 1309625 9246 7603
26-12-2011 130 9968329 45576 36340 1397140 10626 8774
02-01-2012 131 9875978 45994 36521 1418060 11033 9096
09-01-2012 132 9517230 44841 35804 1374469 10254 8470
16-01-2012 133 9313921 43836 34971 1349084 10148 8383
23-01-2012 134 9759198 41045 32001 1422217 9942 8173
30-01-2012 135 10299462 48132 37192 1487744 9911 8172
06-02-2012 136 9156982 38285 29775 1373893 9155 7501
13-02-2012 137 9658485 39500 30801 1407348 9505 7784
20-02-2012 138 9922512 42647 34223 1419224 9550 7898
27-02-2012 139 9968603 41955 33610 1406446 9493 7794
05-03-2012 140 9888980 45586 36399 1367024 9761 8077
12-03-2012 141 9600655 38671 30544 1358721 9408 7700
19-03-2012 142 9591414 40901 32919 1318043 9060 7426
26-03-2012 143 9552005 38654 30589 1306016 9030 7371
02-04-2012 144 10095679 39339 30803 1372416 9525 7885
09-04-2012 145 10207654 42794 33940 1405095 9883 8053
16-04-2012 146 1390864 5973 4497 0 0 0
